Country Name,Country Code,Indicator Name,GDP,Year
St. Vincent and the Grenadines,VCT,GDP (current US$),681225926,2010
"Venezuela, RB",VEN,GDP (current US$),3.93E+11,2010
British Virgin Islands,VGB,GDP (current US$),,2010
Virgin Islands (U.S.),VIR,GDP (current US$),4339000000,2010
Vietnam,VNM,GDP (current US$),1.16E+11,2010
Vanuatu,VUT,GDP (current US$),700804286,2010
World,WLD,GDP (current US$),6.61E+13,2010
Samoa,WSM,GDP (current US$),663161518,2010
Kosovo,XKX,GDP (current US$),5835874321,2010
"Yemen, Rep.",YEM,GDP (current US$),30907000000,2010
South Africa,ZAF,GDP (current US$),3.75E+11,2010
Zambia,ZMB,GDP (current US$),20266000000,2010
Zimbabwe,ZWE,GDP (current US$),12042000000,2010
Aruba,ABW,GDP (current US$),2549720670,2011
Afghanistan,AFG,GDP (current US$),17804292964,2011
Angola,AGO,GDP (current US$),1.12E+11,2011
Albania,ALB,GDP (current US$),12890765324,2011
Andorra,AND,GDP (current US$),3629203786,2011
Arab World,ARB,GDP (current US$),2.49E+12,2011
United Arab Emirates,ARE,GDP (current US$),3.51E+11,2011
Argentina,ARG,GDP (current US$),5.30E+11,2011
Armenia,ARM,GDP (current US$),10142111334,2011
American Samoa,ASM,GDP (current US$),574000000,2011
Antigua and Barbuda,ATG,GDP (current US$),1137637037,2011
Australia,AUS,GDP (current US$),1.40E+12,2011
Austria,AUT,GDP (current US$),4.31E+11,2011
Azerbaijan,AZE,GDP (current US$),65951627200,2011
Burundi,BDI,GDP (current US$),2235820868,2011
Belgium,BEL,GDP (current US$),5.23E+11,2011
Benin,BEN,GDP (current US$),10693321954,2011
Burkina Faso,BFA,GDP (current US$),12080296644,2011
Bangladesh,BGD,GDP (current US$),1.29E+11,2011
Bulgaria,BGR,GDP (current US$),57386216850,2011
Bahrain,BHR,GDP (current US$),28776595745,2011
"Bahamas, The",BHS,GDP (current US$),10070450000,2011
Bosnia and Herzegovina,BIH,GDP (current US$),18644723861,2011
Belarus,BLR,GDP (current US$),61757788945,2011
Belize,BLZ,GDP (current US$),1460800000,2011
Bermuda,BMU,GDP (current US$),6312691000,2011
Bolivia,BOL,GDP (current US$),23963033431,2011
Brazil,BRA,GDP (current US$),2.62E+12,2011
Barbados,BRB,GDP (current US$),4657500000,2011
Brunei Darussalam,BRN,GDP (current US$),18525319978,2011
Bhutan,BTN,GDP (current US$),1777101317,2011
Botswana,BWA,GDP (current US$),15351972361,2011
Central African Republic,CAF,GDP (current US$),2437982840,2011
Canada,CAN,GDP (current US$),1.79E+12,2011
Central Europe and the Baltics,CEB,GDP (current US$),1.45E+12,2011
Switzerland,CHE,GDP (current US$),7.00E+11,2011
Channel Islands,CHI,GDP (current US$),,2011
Chile,CHL,GDP (current US$),2.52E+11,2011
China,CHN,GDP (current US$),7.55E+12,2011
Cote d'Ivoire,CIV,GDP (current US$),25414875503,2011
Cameroon,CMR,GDP (current US$),29375448542,2011
"Congo, Dem. Rep.",COD,GDP (current US$),25839749199,2011
"Congo, Rep.",COG,GDP (current US$),15655384440,2011
Colombia,COL,GDP (current US$),3.35E+11,2011
Comoros,COM,GDP (current US$),1023086184,2011
Cabo Verde,CPV,GDP (current US$),1865915544,2011
Costa Rica,CRI,GDP (current US$),42262697840,2011
Caribbean small states,CSS,GDP (current US$),69668274256,2011
Cuba,CUB,GDP (current US$),68990000000,2011
Curacao,CUW,GDP (current US$),3038699609,2011
Cayman Islands,CYM,GDP (current US$),4186223865,2011
Cyprus,CYP,GDP (current US$),27565469098,2011
Czech Republic,CZE,GDP (current US$),2.30E+11,2011
Germany,DEU,GDP (current US$),3.74E+12,2011
Djibouti,DJI,GDP (current US$),1239144502,2011
Dominica,DMA,GDP (current US$),501025925.9,2011
Denmark,DNK,GDP (current US$),3.44E+11,2011
Dominican Republic,DOM,GDP (current US$),58029750744,2011
Algeria,DZA,GDP (current US$),2.00E+11,2011
East Asia & Pacific (excluding high income),EAP,GDP (current US$),9.62E+12,2011
Early-demographic dividend,EAR,GDP (current US$),9.61E+12,2011
East Asia & Pacific,EAS,GDP (current US$),1.97E+13,2011
Europe & Central Asia (excluding high income),ECA,GDP (current US$),3.66E+12,2011
Europe & Central Asia,ECS,GDP (current US$),2.33E+13,2011
Ecuador,ECU,GDP (current US$),79276664000,2011
"Egypt, Arab Rep.",EGY,GDP (current US$),2.36E+11,2011
Euro area,EMU,GDP (current US$),1.36E+13,2011
Eritrea,ERI,GDP (current US$),2065001626,2011
Spain,ESP,GDP (current US$),1.48E+12,2011
Estonia,EST,GDP (current US$),23391530006,2011
Ethiopia,ETH,GDP (current US$),31952763089,2011
European Union,EUU,GDP (current US$),1.57E+13,2011
Fragile and conflict affected situations,FCS,GDP (current US$),1.45E+12,2011
Finland,FIN,GDP (current US$),2.75E+11,2011
Fiji,FJI,GDP (current US$),3774530616,2011
France,FRA,GDP (current US$),2.86E+12,2011
Faroe Islands,FRO,GDP (current US$),2490807831,2011
"Micronesia, Fed. Sts.",FSM,GDP (current US$),311301600,2011
Gabon,GAB,GDP (current US$),18210308748,2011
United Kingdom,GBR,GDP (current US$),2.66E+12,2011
Georgia,GEO,GDP (current US$),15107441447,2011
Ghana,GHA,GDP (current US$),39337314810,2011
Gibraltar,GIB,GDP (current US$),,2011
Guinea,GIN,GDP (current US$),6785137173,2011
"Gambia, The",GMB,GDP (current US$),1409694554,2011
Guinea-Bissau,GNB,GDP (current US$),1099818652,2011
Equatorial Guinea,GNQ,GDP (current US$),21357344847,2011
Greece,GRC,GDP (current US$),2.88E+11,2011
Grenada,GRD,GDP (current US$),778655925.9,2011
Greenland,GRL,GDP (current US$),2684467376,2011
Guatemala,GTM,GDP (current US$),47654783852,2011
Guam,GUM,GDP (current US$),4928000000,2011
Guyana,GUY,GDP (current US$),3691384743,2011
High income,HIC,GDP (current US$),4.92E+13,2011
"Hong Kong SAR, China",HKG,GDP (current US$),2.49E+11,2011
Honduras,HND,GDP (current US$),17710315006,2011
Heavily indebted poor countries (HIPC),HPC,GDP (current US$),5.46E+11,2011
Croatia,HRV,GDP (current US$),62537851352,2011
Haiti,HTI,GDP (current US$),13008748132,2011
Hungary,HUN,GDP (current US$),1.42E+11,2011
IBRD only,IBD,GDP (current US$),2.36E+13,2011
IDA & IBRD total,IBT,GDP (current US$),2.53E+13,2011
IDA total,IDA,GDP (current US$),1.66E+12,2011
IDA blend,IDB,GDP (current US$),8.04E+11,2011
Indonesia,IDN,GDP (current US$),8.93E+11,2011
IDA only,IDX,GDP (current US$),8.54E+11,2011
Isle of Man,IMN,GDP (current US$),6566098382,2011
India,IND,GDP (current US$),1.82E+12,2011
Not classified,INX,GDP (current US$),,2011
Ireland,IRL,GDP (current US$),2.37E+11,2011
"Iran, Islamic Rep.",IRN,GDP (current US$),5.81E+11,2011
Iraq,IRQ,GDP (current US$),1.85E+11,2011
Iceland,ISL,GDP (current US$),15158548263,2011
Israel,ISR,GDP (current US$),2.61E+11,2011
Italy,ITA,GDP (current US$),2.29E+12,2011
Jamaica,JAM,GDP (current US$),14444655300,2011
Jordan,JOR,GDP (current US$),29524149165,2011
Japan,JPN,GDP (current US$),6.16E+12,2011
Kazakhstan,KAZ,GDP (current US$),1.93E+11,2011
Kenya,KEN,GDP (current US$),41953433591,2011
Kyrgyz Republic,KGZ,GDP (current US$),6197766119,2011
Cambodia,KHM,GDP (current US$),12829541141,2011
Kiribati,KIR,GDP (current US$),181705002.6,2011
St. Kitts and Nevis,KNA,GDP (current US$),817759259.3,2011
"Korea, Rep.",KOR,GDP (current US$),1.25E+12,2011
Kuwait,KWT,GDP (current US$),1.54E+11,2011
Latin America & Caribbean (excluding high income),LAC,GDP (current US$),5.59E+12,2011
Lao PDR,LAO,GDP (current US$),8749241114,2011
Lebanon,LBN,GDP (current US$),39927125961,2011
Liberia,LBR,GDP (current US$),2398000000,2011
Libya,LBY,GDP (current US$),34699395524,2011
St. Lucia,LCA,GDP (current US$),1576988407,2011
Latin America & Caribbean,LCN,GDP (current US$),6.09E+12,2011
Least developed countries: UN classification,LDC,GDP (current US$),7.79E+11,2011
Low income,LIC,GDP (current US$),4.28E+11,2011
Liechtenstein,LIE,GDP (current US$),5739977477,2011
Sri Lanka,LKA,GDP (current US$),65292753005,2011
Lower middle income,LMC,GDP (current US$),4.42E+12,2011
Low & middle income,LMY,GDP (current US$),2.43E+13,2011
Lesotho,LSO,GDP (current US$),2622336148,2011
Late-demographic dividend,LTE,GDP (current US$),1.65E+13,2011
Lithuania,LTU,GDP (current US$),43582248870,2011
Luxembourg,LUX,GDP (current US$),60004630234,2011
Latvia,LVA,GDP (current US$),28619991392,2011
"Macao SAR, China",MAC,GDP (current US$),36709860068,2011
St. Martin (French part),MAF,GDP (current US$),,2011
Morocco,MAR,GDP (current US$),1.01E+11,2011
Monaco,MCO,GDP (current US$),6088808463,2011
Moldova,MDA,GDP (current US$),8414360656,2011
Madagascar,MDG,GDP (current US$),11551821062,2011
Maldives,MDV,GDP (current US$),2774351760,2011
Middle East & North Africa,MEA,GDP (current US$),3.28E+12,2011
Mexico,MEX,GDP (current US$),1.18E+12,2011
Marshall Islands,MHL,GDP (current US$),174332100,2011
Middle income,MIC,GDP (current US$),2.38E+13,2011
North Macedonia,MKD,GDP (current US$),10494632699,2011
Mali,MLI,GDP (current US$),12995074801,2011
Malta,MLT,GDP (current US$),9638916472,2011
Myanmar,MMR,GDP (current US$),59977326086,2011
Middle East & North Africa (excluding high income),MNA,GDP (current US$),1.57E+12,2011
Montenegro,MNE,GDP (current US$),4544575152,2011
Mongolia,MNG,GDP (current US$),10409797649,2011
Northern Mariana Islands,MNP,GDP (current US$),733000000,2011
Mozambique,MOZ,GDP (current US$),14381552433,2011
Mauritania,MRT,GDP (current US$),6764635687,2011
Mauritius,MUS,GDP (current US$),11518393367,2011
Malawi,MWI,GDP (current US$),8004000737,2011
Malaysia,MYS,GDP (current US$),2.98E+11,2011
North America,NAC,GDP (current US$),1.73E+13,2011
Namibia,NAM,GDP (current US$),12343501808,2011
New Caledonia,NCL,GDP (current US$),,2011
Niger,NER,GDP (current US$),8772951262,2011
Nigeria,NGA,GDP (current US$),4.05E+11,2011
Nicaragua,NIC,GDP (current US$),9774262742,2011
Netherlands,NLD,GDP (current US$),9.04E+11,2011
Norway,NOR,GDP (current US$),4.98E+11,2011
Nepal,NPL,GDP (current US$),18913574371,2011
Nauru,NRU,GDP (current US$),66055407.67,2011
New Zealand,NZL,GDP (current US$),1.69E+11,2011
OECD members,OED,GDP (current US$),4.85E+13,2011
Oman,OMN,GDP (current US$),67872692582,2011
Other small states,OSS,GDP (current US$),3.97E+11,2011
Pakistan,PAK,GDP (current US$),2.14E+11,2011
Panama,PAN,GDP (current US$),34686200000,2011
Peru,PER,GDP (current US$),1.72E+11,2011
Philippines,PHL,GDP (current US$),2.34E+11,2011
Palau,PLW,GDP (current US$),196911100,2011
Papua New Guinea,PNG,GDP (current US$),17984910496,2011
Poland,POL,GDP (current US$),5.28E+11,2011
Pre-demographic dividend,PRE,GDP (current US$),1.18E+12,2011
Puerto Rico,PRI,GDP (current US$),1.00E+11,2011
"Korea, Dem. People’s Rep.",PRK,GDP (current US$),,2011
Portugal,PRT,GDP (current US$),2.45E+11,2011
Paraguay,PRY,GDP (current US$),33715524704,2011
West Bank and Gaza,PSE,GDP (current US$),11186100000,2011
Pacific island small states,PSS,GDP (current US$),7737574651,2011
Post-demographic dividend,PST,GDP (current US$),4.57E+13,2011
French Polynesia,PYF,GDP (current US$),,2011
Qatar,QAT,GDP (current US$),1.68E+11,2011
Romania,ROU,GDP (current US$),1.83E+11,2011
Russian Federation,RUS,GDP (current US$),2.05E+12,2011
Rwanda,RWA,GDP (current US$),6884889636,2011
South Asia,SAS,GDP (current US$),2.27E+12,2011
Saudi Arabia,SAU,GDP (current US$),6.71E+11,2011
Sudan,SDN,GDP (current US$),57060450038,2011
Senegal,SEN,GDP (current US$),17902207622,2011
Singapore,SGP,GDP (current US$),2.79E+11,2011
Solomon Islands,SLB,GDP (current US$),1049952233,2011
Sierra Leone,SLE,GDP (current US$),2942546781,2011
El Salvador,SLV,GDP (current US$),20283790000,2011
San Marino,SMR,GDP (current US$),1813752784,2011
Somalia,SOM,GDP (current US$),,2011
Serbia,SRB,GDP (current US$),49258136129,2011
Sub-Saharan Africa (excluding high income),SSA,GDP (current US$),1.54E+12,2011
South Sudan,SSD,GDP (current US$),14907308933,2011
Sub-Saharan Africa,SSF,GDP (current US$),1.55E+12,2011
Small states,SST,GDP (current US$),4.74E+11,2011
Sao Tome and Principe,STP,GDP (current US$),231488665.2,2011
Suriname,SUR,GDP (current US$),4422276622,2011
Slovak Republic,SVK,GDP (current US$),99122802874,2011
Slovenia,SVN,GDP (current US$),51516366655,2011
Sweden,SWE,GDP (current US$),5.74E+11,2011
Eswatini,SWZ,GDP (current US$),4820499497,2011
Sint Maarten (Dutch part),SXM,GDP (current US$),936089385.5,2011
Seychelles,SYC,GDP (current US$),1065826670,2011
Syrian Arab Republic,SYR,GDP (current US$),,2011
Turks and Caicos Islands,TCA,GDP (current US$),728789600,2011
Chad,TCD,GDP (current US$),12172309523,2011
East Asia & Pacific (IDA & IBRD countries),TEA,GDP (current US$),9.60E+12,2011
Europe & Central Asia (IDA & IBRD countries),TEC,GDP (current US$),4.43E+12,2011
Togo,TGO,GDP (current US$),3872459250,2011
Thailand,THA,GDP (current US$),3.71E+11,2011
Tajikistan,TJK,GDP (current US$),6522732203,2011
Turkmenistan,TKM,GDP (current US$),29233333333,2011
Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP (current US$),5.89E+12,2011
Timor-Leste,TLS,GDP (current US$),1054725400,2011
Middle East & North Africa (IDA & IBRD countries),TMN,GDP (current US$),1.56E+12,2011
Tonga,TON,GDP (current US$),414523388.5,2011
South Asia (IDA & IBRD),TSA,GDP (current US$),2.27E+12,2011
Sub-Saharan Africa (IDA & IBRD countries),TSS,GDP (current US$),1.55E+12,2011
Trinidad and Tobago,TTO,GDP (current US$),25433011405,2011
Tunisia,TUN,GDP (current US$),45810626509,2011
Turkey,TUR,GDP (current US$),8.39E+11,2011
Tuvalu,TUV,GDP (current US$),38711810.21,2011
Tanzania,TZA,GDP (current US$),34657139495,2011
Uganda,UGA,GDP (current US$),27752712167,2011
Ukraine,UKR,GDP (current US$),1.63E+11,2011
Upper middle income,UMC,GDP (current US$),1.94E+13,2011
Uruguay,URY,GDP (current US$),47962439303,2011
United States,USA,GDP (current US$),1.55E+13,2011
Uzbekistan,UZB,GDP (current US$),56516280748,2011
St. Vincent and the Grenadines,VCT,GDP (current US$),676129629.6,2011
"Venezuela, RB",VEN,GDP (current US$),3.16E+11,2011
British Virgin Islands,VGB,GDP (current US$),,2011
Virgin Islands (U.S.),VIR,GDP (current US$),4239000000,2011
Vietnam,VNM,GDP (current US$),1.36E+11,2011
Vanuatu,VUT,GDP (current US$),792149700.7,2011
World,WLD,GDP (current US$),7.35E+13,2011
Samoa,WSM,GDP (current US$),737401692.2,2011
Kosovo,XKX,GDP (current US$),6701698218,2011
"Yemen, Rep.",YEM,GDP (current US$),32726417212,2011
South Africa,ZAF,GDP (current US$),4.16E+11,2011
Zambia,ZMB,GDP (current US$),23459515276,2011
Zimbabwe,ZWE,GDP (current US$),14101920300,2011
Aruba,ABW,GDP (current US$),2534636872,2012
Afghanistan,AFG,GDP (current US$),20001598506,2012
Angola,AGO,GDP (current US$),1.28E+11,2012
Albania,ALB,GDP (current US$),12319830252,2012
Andorra,AND,GDP (current US$),3188808943,2012
Arab World,ARB,GDP (current US$),2.77E+12,2012
United Arab Emirates,ARE,GDP (current US$),3.75E+11,2012
Argentina,ARG,GDP (current US$),5.46E+11,2012
Armenia,ARM,GDP (current US$),10619320049,2012
American Samoa,ASM,GDP (current US$),644000000,2012
Antigua and Barbuda,ATG,GDP (current US$),1199948148,2012
Australia,AUS,GDP (current US$),1.55E+12,2012
Austria,AUT,GDP (current US$),4.09E+11,2012
Azerbaijan,AZE,GDP (current US$),69683935845,2012
Burundi,BDI,GDP (current US$),2333308099,2012
Belgium,BEL,GDP (current US$),4.96E+11,2012
Benin,BEN,GDP (current US$),11141358945,2012
Burkina Faso,BFA,GDP (current US$),12561016091,2012
Bangladesh,BGD,GDP (current US$),1.33E+11,2012
Bulgaria,BGR,GDP (current US$),54033250329,2012
Bahrain,BHR,GDP (current US$),30749308511,2012
"Bahamas, The",BHS,GDP (current US$),10720500000,2012
Bosnia and Herzegovina,BIH,GDP (current US$),17226849297,2012
Belarus,BLR,GDP (current US$),65685102555,2012
Belize,BLZ,GDP (current US$),1522900000,2012
Bermuda,BMU,GDP (current US$),6378188000,2012
Bolivia,BOL,GDP (current US$),27084497483,2012
Brazil,BRA,GDP (current US$),2.47E+12,2012
Barbados,BRB,GDP (current US$),4610000000,2012
Brunei Darussalam,BRN,GDP (current US$),19047940301,2012
Bhutan,BTN,GDP (current US$),1781281282,2012
Botswana,BWA,GDP (current US$),14380004175,2012
Central African Republic,CAF,GDP (current US$),2510126699,2012
Canada,CAN,GDP (current US$),1.83E+12,2012
Central Europe and the Baltics,CEB,GDP (current US$),1.35E+12,2012
Switzerland,CHE,GDP (current US$),6.68E+11,2012
Channel Islands,CHI,GDP (current US$),,2012
Chile,CHL,GDP (current US$),2.67E+11,2012
China,CHN,GDP (current US$),8.53E+12,2012
Cote d'Ivoire,CIV,GDP (current US$),26789047555,2012
Cameroon,CMR,GDP (current US$),29102772799,2012
"Congo, Dem. Rep.",COD,GDP (current US$),29306235826,2012
"Congo, Rep.",COG,GDP (current US$),17692912613,2012
Colombia,COL,GDP (current US$),3.71E+11,2012
Comoros,COM,GDP (current US$),1015843369,2012
Cabo Verde,CPV,GDP (current US$),1741809809,2012
Costa Rica,CRI,GDP (current US$),46473128286,2012
Caribbean small states,CSS,GDP (current US$),72051118642,2012
Cuba,CUB,GDP (current US$),73141000000,2012
Curacao,CUW,GDP (current US$),3131096089,2012
Cayman Islands,CYM,GDP (current US$),4291158968,2012
Cyprus,CYP,GDP (current US$),24978513427,2012
Czech Republic,CZE,GDP (current US$),2.09E+11,2012
Germany,DEU,GDP (current US$),3.53E+12,2012
Djibouti,DJI,GDP (current US$),1353632942,2012
Dominica,DMA,GDP (current US$),485996296.3,2012
Denmark,DNK,GDP (current US$),3.27E+11,2012
Dominican Republic,DOM,GDP (current US$),60681537195,2012
Algeria,DZA,GDP (current US$),2.09E+11,2012
East Asia & Pacific (excluding high income),EAP,GDP (current US$),1.07E+13,2012
Early-demographic dividend,EAR,GDP (current US$),1.01E+13,2012
East Asia & Pacific,EAS,GDP (current US$),2.11E+13,2012
Europe & Central Asia (excluding high income),ECA,GDP (current US$),3.90E+12,2012
Europe & Central Asia,ECS,GDP (current US$),2.24E+13,2012
Ecuador,ECU,GDP (current US$),87924544000,2012
"Egypt, Arab Rep.",EGY,GDP (current US$),2.79E+11,2012
Euro area,EMU,GDP (current US$),1.26E+13,2012
Eritrea,ERI,GDP (current US$),,2012
Spain,ESP,GDP (current US$),1.32E+12,2012
Estonia,EST,GDP (current US$),23192708982,2012
Ethiopia,ETH,GDP (current US$),43310721414,2012
European Union,EUU,GDP (current US$),1.46E+13,2012
Fragile and conflict affected situations,FCS,GDP (current US$),1.68E+12,2012
Finland,FIN,GDP (current US$),2.58E+11,2012
Fiji,FJI,GDP (current US$),3972012571,2012
France,FRA,GDP (current US$),2.68E+12,2012
Faroe Islands,FRO,GDP (current US$),2366301252,2012
"Micronesia, Fed. Sts.",FSM,GDP (current US$),327248700,2012
Gabon,GAB,GDP (current US$),17170465294,2012
United Kingdom,GBR,GDP (current US$),2.70E+12,2012
Georgia,GEO,GDP (current US$),16488403076,2012
Ghana,GHA,GDP (current US$),41270954737,2012
Gibraltar,GIB,GDP (current US$),,2012
Guinea,GIN,GDP (current US$),7638045254,2012
"Gambia, The",GMB,GDP (current US$),1415006238,2012
Guinea-Bissau,GNB,GDP (current US$),989271229.6,2012
Equatorial Guinea,GNQ,GDP (current US$),22388345810,2012
Greece,GRC,GDP (current US$),2.46E+11,2012
Grenada,GRD,GDP (current US$),799882259.3,2012
Greenland,GRL,GDP (current US$),2609667674,2012
Guatemala,GTM,GDP (current US$),50388460925,2012
Guam,GUM,GDP (current US$),5199000000,2012
Guyana,GUY,GDP (current US$),4063090016,2012
High income,HIC,GDP (current US$),4.93E+13,2012
"Hong Kong SAR, China",HKG,GDP (current US$),2.63E+11,2012
Honduras,HND,GDP (current US$),18528601901,2012
Heavily indebted poor countries (HIPC),HPC,GDP (current US$),5.81E+11,2012
Croatia,HRV,GDP (current US$),56580819624,2012
Haiti,HTI,GDP (current US$),13708931890,2012
Hungary,HUN,GDP (current US$),1.28E+11,2012
IBRD only,IBD,GDP (current US$),2.51E+13,2012
IDA & IBRD total,IBT,GDP (current US$),2.69E+13,2012
IDA total,IDA,GDP (current US$),1.79E+12,2012
IDA blend,IDB,GDP (current US$),8.90E+11,2012
Indonesia,IDN,GDP (current US$),9.18E+11,2012
IDA only,IDX,GDP (current US$),8.95E+11,2012
Isle of Man,IMN,GDP (current US$),6690725118,2012
India,IND,GDP (current US$),1.83E+12,2012
Not classified,INX,GDP (current US$),,2012
Ireland,IRL,GDP (current US$),2.25E+11,2012
"Iran, Islamic Rep.",IRN,GDP (current US$),5.99E+11,2012
Iraq,IRQ,GDP (current US$),2.18E+11,2012
Iceland,ISL,GDP (current US$),14724078148,2012
Israel,ISR,GDP (current US$),2.57E+11,2012
Italy,ITA,GDP (current US$),2.09E+12,2012
Jamaica,JAM,GDP (current US$),14807086889,2012
Jordan,JOR,GDP (current US$),31634561670,2012
Japan,JPN,GDP (current US$),6.20E+12,2012
Kazakhstan,KAZ,GDP (current US$),2.08E+11,2012
Kenya,KEN,GDP (current US$),50412754861,2012
Kyrgyz Republic,KGZ,GDP (current US$),6605139933,2012
Cambodia,KHM,GDP (current US$),14054443213,2012
Kiribati,KIR,GDP (current US$),190243321.6,2012
St. Kitts and Nevis,KNA,GDP (current US$),800414814.8,2012
"Korea, Rep.",KOR,GDP (current US$),1.28E+12,2012
Kuwait,KWT,GDP (current US$),1.74E+11,2012
Latin America & Caribbean (excluding high income),LAC,GDP (current US$),5.63E+12,2012
Lao PDR,LAO,GDP (current US$),10191350120,2012
Lebanon,LBN,GDP (current US$),44035991746,2012
Liberia,LBR,GDP (current US$),2721000000,2012
Libya,LBY,GDP (current US$),81873662519,2012
St. Lucia,LCA,GDP (current US$),1605146778,2012
Latin America & Caribbean,LCN,GDP (current US$),6.15E+12,2012
Least developed countries: UN classification,LDC,GDP (current US$),8.26E+11,2012
Low income,LIC,GDP (current US$),4.50E+11,2012
Liechtenstein,LIE,GDP (current US$),5456009385,2012
Sri Lanka,LKA,GDP (current US$),68434409315,2012
Lower middle income,LMC,GDP (current US$),4.67E+12,2012
Low & middle income,LMY,GDP (current US$),2.59E+13,2012
Lesotho,LSO,GDP (current US$),2526185314,2012
Late-demographic dividend,LTE,GDP (current US$),1.76E+13,2012
Lithuania,LTU,GDP (current US$),42943442158,2012
Luxembourg,LUX,GDP (current US$),56677961787,2012
Latvia,LVA,GDP (current US$),28330632929,2012
"Macao SAR, China",MAC,GDP (current US$),43031577366,2012
St. Martin (French part),MAF,GDP (current US$),,2012
Morocco,MAR,GDP (current US$),98266306615,2012
Monaco,MCO,GDP (current US$),5743029680,2012
Moldova,MDA,GDP (current US$),8709165249,2012
Madagascar,MDG,GDP (current US$),11578978053,2012
Maldives,MDV,GDP (current US$),2886170572,2012
Middle East & North Africa,MEA,GDP (current US$),3.58E+12,2012
Mexico,MEX,GDP (current US$),1.20E+12,2012
Marshall Islands,MHL,GDP (current US$),182874800,2012
Middle income,MIC,GDP (current US$),2.55E+13,2012
North Macedonia,MKD,GDP (current US$),9745251126,2012
Mali,MLI,GDP (current US$),12441946098,2012
Malta,MLT,GDP (current US$),9462238257,2012
Myanmar,MMR,GDP (current US$),59937797559,2012
Middle East & North Africa (excluding high income),MNA,GDP (current US$),1.73E+12,2012
Montenegro,MNE,GDP (current US$),4087561650,2012
Mongolia,MNG,GDP (current US$),12292770631,2012
Northern Mariana Islands,MNP,GDP (current US$),751000000,2012
Mozambique,MOZ,GDP (current US$),16350804543,2012
Mauritania,MRT,GDP (current US$),6728208836,2012
Mauritius,MUS,GDP (current US$),11668685524,2012
Malawi,MWI,GDP (current US$),6028487929,2012
Malaysia,MYS,GDP (current US$),3.14E+11,2012
North America,NAC,GDP (current US$),1.80E+13,2012
Namibia,NAM,GDP (current US$),13041886316,2012
New Caledonia,NCL,GDP (current US$),,2012
Niger,NER,GDP (current US$),9426913349,2012
Nigeria,NGA,GDP (current US$),4.56E+11,2012
Nicaragua,NIC,GDP (current US$),10532049077,2012
Netherlands,NLD,GDP (current US$),8.39E+11,2012
Norway,NOR,GDP (current US$),5.10E+11,2012
Nepal,NPL,GDP (current US$),18851513891,2012
Nauru,NRU,GDP (current US$),96927201.48,2012
New Zealand,NZL,GDP (current US$),1.76E+11,2012
OECD members,OED,GDP (current US$),4.84E+13,2012
Oman,OMN,GDP (current US$),76511059936,2012
Other small states,OSS,GDP (current US$),4.14E+11,2012
Pakistan,PAK,GDP (current US$),2.24E+11,2012
Panama,PAN,GDP (current US$),40429700000,2012
Peru,PER,GDP (current US$),1.93E+11,2012
Philippines,PHL,GDP (current US$),2.62E+11,2012
Palau,PLW,GDP (current US$),212397800,2012
Papua New Guinea,PNG,GDP (current US$),21295659249,2012
Poland,POL,GDP (current US$),4.99E+11,2012
Pre-demographic dividend,PRE,GDP (current US$),1.30E+12,2012
Puerto Rico,PRI,GDP (current US$),1.02E+11,2012
"Korea, Dem. People’s Rep.",PRK,GDP (current US$),,2012
Portugal,PRT,GDP (current US$),2.16E+11,2012
Paraguay,PRY,GDP (current US$),33283228891,2012
West Bank and Gaza,PSE,GDP (current US$),12208400000,2012
Pacific island small states,PSS,GDP (current US$),8223336840,2012
Post-demographic dividend,PST,GDP (current US$),4.56E+13,2012
French Polynesia,PYF,GDP (current US$),,2012
Qatar,QAT,GDP (current US$),1.87E+11,2012
Romania,ROU,GDP (current US$),1.71E+11,2012
Russian Federation,RUS,GDP (current US$),2.21E+12,2012
Rwanda,RWA,GDP (current US$),7655138385,2012
South Asia,SAS,GDP (current US$),2.30E+12,2012
Saudi Arabia,SAU,GDP (current US$),7.36E+11,2012
Sudan,SDN,GDP (current US$),52766746152,2012
Senegal,SEN,GDP (current US$),17824398469,2012
Singapore,SGP,GDP (current US$),2.95E+11,2012
Solomon Islands,SLB,GDP (current US$),1190994127,2012
Sierra Leone,SLE,GDP (current US$),3801862611,2012
El Salvador,SLV,GDP (current US$),21386140000,2012
San Marino,SMR,GDP (current US$),1604779648,2012
Somalia,SOM,GDP (current US$),,2012
Serbia,SRB,GDP (current US$),43309252921,2012
Sub-Saharan Africa (excluding high income),SSA,GDP (current US$),1.62E+12,2012
South Sudan,SSD,GDP (current US$),11931472169,2012
Sub-Saharan Africa,SSF,GDP (current US$),1.64E+12,2012
Small states,SST,GDP (current US$),4.95E+11,2012
Sao Tome and Principe,STP,GDP (current US$),250680453.1,2012
Suriname,SUR,GDP (current US$),4980000000,2012
Slovak Republic,SVK,GDP (current US$),94534730681,2012
Slovenia,SVN,GDP (current US$),46580457470,2012
Sweden,SWE,GDP (current US$),5.52E+11,2012
Eswatini,SWZ,GDP (current US$),4886658806,2012
Sint Maarten (Dutch part),SXM,GDP (current US$),985865921.8,2012
Seychelles,SYC,GDP (current US$),1060226126,2012
Syrian Arab Republic,SYR,GDP (current US$),,2012
Turks and Caicos Islands,TCA,GDP (current US$),727161000,2012
Chad,TCD,GDP (current US$),12367363678,2012
